,job,money,skill,ink,area,jobDes,inkDes
283,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
284,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
285,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
286,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
287,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
288,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
289,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
290,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
291,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
292,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
293,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
294,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
295,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
296,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
297,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
298,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
299,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
300,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
301,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
302,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
303,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
304,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
305,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
306,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
307,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
308,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
309,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
310,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
311,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
312,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
313,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
314,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
315,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
316,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
317,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
318,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
319,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
320,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
321,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
322,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
323,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
324,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
325,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
326,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
327,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
328,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
329,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
330,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
331,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
332,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
333,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
334,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
335,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
336,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
337,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
338,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
339,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
340,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
341,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
342,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
343,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
344,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
345,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
346,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
347,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
