,job,money,skill,ink,area,jobDes,inkDes
85,测试工程师,11k-18k,功能测试 性能测试 自动化测试 Jmeter 银行,京北方,[北京·万寿寺],“五险一金”,IT技术服务｜咨询 / 上市公司 / 2000人以上
86,测试工程师,10k-18k,IT技术服务｜咨询 软件服务｜咨询 JAVA Python 功能测试 性能测试,京北方,[广州·东圃],“上市集团，待遇齐全，双休，稳定性好，远程面”,IT技术服务｜咨询 / 上市公司 / 2000人以上
87,测试工程师,10k-20k,软件服务｜咨询 自动化测试,谷露软件,[上海·黄浦区],“最IN的工作环境，最NICE的工作伙伴”,工具类产品 / A轮 / 50-150人
88,测试工程师,16k-25k,内容资讯 分类信息 Python JAVA Linux 自动化测试 SQL Server,北京瑞友,[上海·北新泾],“外企氛围 五险一金基数全额 18天带薪年病假”,人工智能服务 / 上市公司 / 2000人以上
89,测试工程师,5k-10k,黑盒测试 互联网,国网数科控股公司,[北京·西城区],“五险一金 职工食堂 节日福利”,电商平台 / 不需要融资 / 500-2000人
90,测试工程师,10k-15k,电商平台 功能测试 自动化测试 Jmeter Web测试 app测试,国网数科控股公司,[北京·太平桥],“五险一金 节日福利”,电商平台 / 不需要融资 / 500-2000人
91,测试工程师,10k-20k,软件服务｜咨询 IT技术服务｜咨询 功能测试,泛微,[上海·浦江],“上市公司、腾讯投资、行业TOP”,软件服务｜咨询 / 上市公司 / 2000人以上
92,爱可赛思-测试QA,18k-36k,功能测试,哔哩哔哩,[北京·望京],"“上市公司,五险一金”",音频｜视频媒体 / 上市公司 / 2000人以上
93,测试工程师,8k-10k,软件服务｜咨询 功能测试,创立科技,[成都·神仙树],“测试”,物联网 / 上市公司 / 500-2000人
94,qa测试工程师,17k-25k,IT技术服务｜咨询 软件服务｜咨询 SQL Server ORACLE Linux 自动化测试,上海微福思软件科技有限公司,[上海·张江],“福利待遇好 工作环境好 晋升空间明确”,IT技术服务｜咨询 / 上市公司 / 2000人以上
95,测试工程师,10k-15k,科技金融 金融业 JAVA SQL 自动化测试 Jmeter,维恩贝特,[深圳·新洲],“团队氛围好，交通便利，年度调薪”,"软件服务｜咨询,人工智能服务 / 上市公司 / 500-2000人"
96,测试工程师,10k-20k,IT技术服务｜咨询 区块链 功能测试 性能测试 安全测试,和联共识,[北京·左家庄],“扁平化管理 奖金多多 团队技术氛围浓厚”,"IT技术服务｜咨询,区块链 / 不需要融资 / 50-150人"
97,测试工程师,10k-20k,软件服务｜咨询 在线教育 功能测试 性能测试 白盒测试 兼容性测试,脉肯析教育,[上海·长征],“在线教育”,"教育,工具 / 未融资 / 15-50人"
98,测试工程师,13k-18k,科技金融 汽车交易平台 功能测试 自动化测试 接口测试,惠瀜,[杭州·萧山区],“团队大、管理人性化”,IT技术服务｜咨询 / B轮 / 150-500人
99,测试工程师,8k-13k,IT技术服务｜咨询 Linux 功能测试 Docker,NCS,[成都·高新区],“六险一金 带薪年假 弹性工作 定期体检”,"IT技术服务｜咨询,数据服务｜咨询 / 不需要融资 / 500-2000人"
100,测试工程师,5k-8k,IT技术服务｜咨询 功能测试 性能测试 兼容性测试 Jmeter MySQL 医药行业,衡泽软件,[成都·双流县],“团队作战 前景广阔”,工具类产品 / 未融资 / 50-150人
101,测试工程师,7k-14k,电商平台 JAVA,spotter,[重庆·渝北区],“大牛带队”,"电商平台,新零售,贸易｜进出口 / 不需要融资 / 50-150人"
102,测试工程师,11k-16k,软件服务｜咨询 MySQL Linux 功能测试 自动化测试,契约锁,[上海·闵行区],“上市公司“泛微软件”投资；包三餐双休”,工具类产品 / C轮 / 500-2000人
103,测试工程师,10k-15k,IT技术服务｜咨询 科技金融 JAVA Python 性能测试 Loadrunner Jmeter,京北方,[成都·高新区],“五险一金 双休 晋升机会大”,IT技术服务｜咨询 / 上市公司 / 2000人以上
104,测试工程师,11k-18k,软件服务｜咨询 IT技术服务｜咨询 功能测试 性能测试 自动化测试,京北方,[成都·武侯区],“五险一金 双休”,IT技术服务｜咨询 / 上市公司 / 2000人以上
105,测试工程师,11k-18k,软件服务｜咨询 IT技术服务｜咨询 功能测试 性能测试 自动化测试,京北方,[成都·武侯区],“五险一金 双休”,IT技术服务｜咨询 / 上市公司 / 2000人以上
106,测试工程师,4k-6k,软件服务｜咨询 功能测试,武汉佰钧成技术有限责任公司,[西安·高新技…],“手机测试”,"IT技术服务｜咨询,人工智能服务,物联网 / 不需要融资 / 2000人以上"
107,测试工程师,15k-30k,科技金融 功能测试 自动化测试,盈米基金,[广州·海珠区],“测试工程师”,科技金融 / B轮 / 150-500人
108,测试工程师,12k-17k,金融业 JAVA Python 功能测试 性能测试 自动化测试,京北方,[深圳·华强北],"“环境好，领导nice,工作稳定。”",IT技术服务｜咨询 / 上市公司 / 2000人以上
109,测试工程师,12k-18k,软件服务｜咨询 C语言 JAVA 功能测试 接口测试 性能测试,大名软件,[杭州·文三路],“年终分红绩效，出境游，餐补，五险一金”,软件服务｜咨询 / 不需要融资 / 50-150人
110,测试工程师,13k-21k,在线医疗 金融业 功能测试 Jmeter 性能测试 Monkey 自动化测试,CLPS,[上海·张江],“测试工程师”,软件服务｜咨询 / 上市公司 / 500-2000人
111,测试工程师,9k-14k,科技金融 金融业,上海咏鸣,[上海·徐汇区],"“金融行业,上升空间大”","移动互联网,金融 / 不需要融资 / 15-50人"
112,测试工程师,12k-18k,专业服务｜咨询 性能测试,金柚网,[上海·城隍庙],“五险一金 周末双休”,专业服务｜咨询 / C轮 / 500-2000人
113,测试工程师,10k-20k,科技金融 JAVA,马上消费,[重庆·渝北区],“每日餐补、12%公积金”,科技金融 / 不需要融资 / 2000人以上
114,测试工程师,10k-20k,数据服务｜咨询 软件服务｜咨询 性能测试 Jira,预策科技,[杭州·余杭区],“阿里系创业公司”,"数据服务｜咨询,人工智能服务 / A轮 / 50-150人"
115,测试工程师,8k-15k,功能测试 接口测试 Web测试,创世新强,[北京·西城区],“本部直招”,IT技术服务｜咨询 / 不需要融资 / 15-50人
116,软件测试工程师 - 成都 (MJ000312),8k-15k,人工智能服务 功能测试 性能测试,墨奇科技,[成都·武侯区],“自由灵活、大牛带队、带薪年休假、各类福利”,人工智能服务 / B轮 / 150-500人
117,测试工程师,6k-10k,IT技术服务｜咨询 功能测试 性能测试 自动化测试 Loadrunner Jmeter,遍享信息,[上海·浦东新…],“年终奖金、福利待遇好”,IT技术服务｜咨询 / 未融资 / 150-500人
118,测试工程师,5k-7k,IT技术服务｜咨询 旅游｜出行 Python MySQL,芒果松,[深圳·龙华新…],“氛围好”,不限 / 未融资 / 15-50人
119,测试工程师,15k-20k,科技金融 电商平台 JAVA 功能测试 自动化测试 黑盒测试 Jmeter,上海嘉银金融科技股份有限公司,[上海·东方路],“团队氛围好，加班少”,科技金融 / 上市公司 / 500-2000人
120,测试工程师,11k-18k,功能测试 性能测试 自动化测试 Jmeter 银行,京北方,[北京·万寿寺],“五险一金”,IT技术服务｜咨询 / 上市公司 / 2000人以上
121,测试工程师,10k-18k,IT技术服务｜咨询 软件服务｜咨询 JAVA Python 功能测试 性能测试,京北方,[广州·东圃],“上市集团，待遇齐全，双休，稳定性好，远程面”,IT技术服务｜咨询 / 上市公司 / 2000人以上
122,测试工程师,16k-25k,内容资讯 分类信息 Python JAVA Linux 自动化测试 SQL Server,北京瑞友,[上海·北新泾],“外企氛围 五险一金基数全额 18天带薪年病假”,人工智能服务 / 上市公司 / 2000人以上
123,测试工程师,11k-15k,人工智能服务 功能测试 性能测试 自动化测试,,[成都·双流县],“加班少，周末双休”,IT技术服务｜咨询 / 不需要融资 / 50-150人
124,测试工程师,11k-13k,IT技术服务｜咨询 物联网 黑盒测试 白盒测试 自动化测试 python JS,法本信息,[杭州·西溪],“大神带教”,"人工智能服务,IT技术服务｜咨询 / 上市公司 / 2000人以上"
125,测试工程师,12k-20k,智能硬件 C#,昂坤视觉,[北京·昌平区],“年度体检+节假日福利+弹性工作”,"智能硬件,网络通信,制造业 / 未融资 / 500-2000人"
126,qa测试工程师,17k-25k,IT技术服务｜咨询 软件服务｜咨询 SQL Server ORACLE Linux 自动化测试,上海微福思软件科技有限公司,[上海·张江],“福利待遇好 工作环境好 晋升空间明确”,IT技术服务｜咨询 / 上市公司 / 2000人以上
127,测试工程师,9k-11k,IT技术服务｜咨询 软件服务｜咨询 功能测试 数据测试经验 会代码编写,微创软件,[上海·五里桥],“平台好 工作弹性”,IT技术服务｜咨询 / 不需要融资 / 2000人以上
128,中高级测试工程师,10k-15k,物联网 软件服务｜咨询 自动化测试 功能测试 性能测试 安全测试 Linux,微筑科技,[深圳·南油],“扁平化管理 五险一金 带薪年假 员工体检”,其他 / 未融资 / 50-150人
129,测试工程师,6k-9k,软件服务｜咨询 IT技术服务｜咨询 功能测试 性能测试 黑盒测试 白盒测试,四川兴政,[成都·锦江区],“领导NICE”,"数据服务｜咨询,人工智能服务,物联网 / 未融资 / 150-500人"
130,测试工程师,6k-9k,软件服务｜咨询 IT技术服务｜咨询 功能测试 Jira,致远互联,[成都·高新区],“五险一金、周末双休、福利丰厚”,软件服务｜咨询 / 上市公司 / 500-2000人
131,测试工程师,8k-13k,IT技术服务｜咨询 Linux 功能测试 Docker,NCS,[成都·高新区],“六险一金 带薪年假 弹性工作 定期体检”,"IT技术服务｜咨询,数据服务｜咨询 / 不需要融资 / 500-2000人"
132,测试工程师,5k-8k,IT技术服务｜咨询 功能测试 性能测试 兼容性测试 Jmeter MySQL 医药行业,衡泽软件,[成都·双流县],“团队作战 前景广阔”,工具类产品 / 未融资 / 50-150人
133,测试工程师,11k-16k,软件服务｜咨询 MySQL Linux 功能测试 自动化测试,契约锁,[上海·闵行区],“上市公司“泛微软件”投资；包三餐双休”,工具类产品 / C轮 / 500-2000人
134,测试工程师,15k-18k,金融业 功能测试,京北方,[北京·海淀区],“正常节假日，有晋升机会”,IT技术服务｜咨询 / 上市公司 / 2000人以上
135,测试工程师,13k-20k,软件服务｜咨询 Linux 功能测试 性能测试 自动化测试 Jmeter,京北方,[北京·朝阳区],“五险一金，双休”,IT技术服务｜咨询 / 上市公司 / 2000人以上
136,测试工程师 (MJ000724),10k-15k,电商平台 C语言 Jmeter,锦江电商,[上海·闵行区],“弹性时间”,软件服务｜咨询 / 不需要融资 / 500-2000人
137,测试工程师,8k-15k,功能测试 接口测试 Web测试,创世新强,[北京·西城区],“本部直招”,IT技术服务｜咨询 / 不需要融资 / 15-50人
138,测试工程师,15k-25k,电商平台 新零售 JAVA Socket 自动化测试 性能测试 安全测试,塞勒斯,[北京·望京],“试用期不打折 季度发奖金 年薪16个月”,新零售 / A轮 / 150-500人
